model_name,model_type,input_size,total_params,analysis,num_transformer_layers,num_normalizations,num_skip_connections,num_convolutional_layers,num_dense_layers,final_receptive_field_size,num_strides,num_max_pools,pretrain_dataset,results-imagenet,results-sketch,results-imagenetv2-matched-frequency,results-imagenet-r,results-imagenet-a
mobilenetv4_conv_blur_medium.e500_r224_in1k,CNN,224,9647608,"{'model_type': 'CNN', 'num_layers': 174, 'num_normalizations': 20, 'num_skip_connections': 0, 'num_convolutional_layers': 80, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': 224, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 8858720}",0,20,0,80,1,224.0,0.0,0.0,mobilenetv4_conv_blur_medium,80.152,32.63,69.13,45.387,15.44
mobilenetv4_conv_large.e500_r256_in1k,CNN,256,32441312,"{'model_type': 'CNN', 'num_layers': 122, 'num_normalizations': 5, 'num_skip_connections': 0, 'num_convolutional_layers': 65, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': 1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 17139498}",0,5,0,65,1,1.0,0.0,0.0,mobilenetv4_conv_large,82.674,34.53,71.93,47.537,26.587
mobilenetv4_conv_large.e600_r384_in1k,CNN,384,32441312,"{'model_type': 'CNN', 'num_layers': 128, 'num_normalizations': 53, 'num_skip_connections': 0, 'num_convolutional_layers': 86, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 13277168}",0,53,0,86,1,0.0,0.0,0.0,mobilenetv4_conv_large,83.418,36.13,72.99,49.747,34.333
mobilenetv4_conv_medium.e500_r224_in1k,CNN,224,9647608,"{'model_type': 'CNN', 'num_layers': 100, 'num_normalizations': 17, 'num_skip_connections': 0, 'num_convolutional_layers': 84, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': -1, 'num_strides': -1, 'num_max_pools': 0, 'num_parameters': 10000000}",0,17,0,84,1,-1.0,-1.0,0.0,mobilenetv4_conv_medium,79.838,31.838,68.77,45.09,13.373
mobilenetv4_conv_medium.e500_r256_in1k,CNN,256,9647608,"{'model_type': 'CNN', 'num_layers': 116, 'num_normalizations': 22, 'num_skip_connections': 0, 'num_convolutional_layers': 78, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': -1, 'num_strides': -1, 'num_max_pools': 0, 'num_parameters': 11148008}",0,22,0,78,1,-1.0,-1.0,0.0,mobilenetv4_conv_medium,80.88,32.59,70.01,45.233,19.48
mobilenetv4_conv_small.e1200_r224_in1k,CNN,224,3748936,"{'model_type': 'CNN', 'num_layers': 80, 'num_normalizations': 40, 'num_skip_connections': 0, 'num_convolutional_layers': 36, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': -1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 4480928}",0,40,0,36,1,-1.0,0.0,0.0,mobilenetv4_conv_small,74.29,22.96,61.63,34.737,4.24
mobilenetv4_conv_small.e2400_r224_in1k,CNN,224,3748936,"{'model_type': 'CNN', 'num_layers': 65, 'num_normalizations': 35, 'num_skip_connections': 0, 'num_convolutional_layers': 38, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': None, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 7294728}",0,35,0,38,1,,0.0,0.0,mobilenetv4_conv_small,74.644,24.255,61.87,35.183,4.693
mobilenetv4_conv_small_050.e3000_r224_in1k,CNN,224,2225096,"{'model_type': 'CNN', 'num_layers': 63, 'num_normalizations': 28, 'num_skip_connections': 0, 'num_convolutional_layers': 50, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': -1, 'num_strides': -1, 'num_max_pools': 0, 'num_parameters': 3272376}",0,28,0,50,1,-1.0,-1.0,0.0,mobilenetv4_conv_small_050,,,,,
mobilenetv4_hybrid_large.e600_r384_in1k,CNN with Transformer elements,384,37603296,"{'model_type': 'CNN with Transformer elements', 'num_layers': 205, 'num_normalizations': 28, 'num_skip_connections': 0, 'num_convolutional_layers': 114, 'num_transformer_layers': 8, 'num_dense_layers': 1, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 20735024}",8,28,0,114,1,0.0,0.0,0.0,mobilenetv4_hybrid_large,84.274,37.322,74.11,51.403,39.6
mobilenetv4_hybrid_large.ix_e600_r384_in1k,CNN,384,37603296,"{'model_type': 'CNN', 'num_layers': 160, 'num_normalizations': 32, 'num_skip_connections': 0, 'num_convolutional_layers': 115, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 15400000}",0,32,0,115,1,0.0,0.0,0.0,mobilenetv4_hybrid_large,84.364,38.051,74.27,51.397,39.707
mobilenetv4_hybrid_medium.e200_r256_in12k,CNN,256,24863069,"{'model_type': 'CNN', 'num_layers': 129, 'num_normalizations': 26, 'num_skip_connections': 0, 'num_convolutional_layers': 95, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 26213549}",0,26,0,95,1,0.0,0.0,0.0,mobilenetv4_hybrid_medium,,,,,
mobilenetv4_hybrid_medium.e200_r256_in12k_ft_in1k,CNN,256,11001368,"{'model_type': 'CNN', 'num_layers': 229, 'num_normalizations': 26, 'num_skip_connections': 0, 'num_convolutional_layers': 107, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': -1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 11926960}",0,26,0,107,1,-1.0,0.0,0.0,mobilenetv4_hybrid_medium,82.99,34.139,72.53,46.887,33.253
mobilenetv4_hybrid_medium.e500_r224_in1k,CNN,224,11001368,"{'model_type': 'CNN', 'num_layers': 121, 'num_normalizations': 24, 'num_skip_connections': 0, 'num_convolutional_layers': 106, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': 1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 11790768}",0,24,0,106,1,1.0,0.0,0.0,mobilenetv4_hybrid_medium,81.284,33.504,70.15,46.167,18.013
mobilenetv4_hybrid_medium.ix_e550_r256_in1k,CNN,256,11001368,"{'model_type': 'CNN', 'num_layers': 121, 'num_normalizations': 22, 'num_skip_connections': 0, 'num_convolutional_layers': 81, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 10031624}",0,22,0,81,1,0.0,0.0,0.0,mobilenetv4_hybrid_medium,82.496,32.809,71.93,44.83,25.667
mobilenetv4_hybrid_medium.ix_e550_r384_in1k,CNN,384,11001368,"{'model_type': 'CNN', 'num_layers': 155, 'num_normalizations': 18, 'num_skip_connections': 0, 'num_convolutional_layers': 116, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': 1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 10572256}",0,18,0,116,1,1.0,0.0,0.0,mobilenetv4_hybrid_medium,83.422,34.758,73.04,47.61,34.947
mobileone_s0.apple_in1k,CNN,224,5205080,"{'model_type': 'CNN', 'num_layers': 141, 'num_normalizations': 0, 'num_skip_connections': 36, 'num_convolutional_layers': 94, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': 1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 4557518}",0,0,36,94,1,1.0,0.0,0.0,mobileone_s0,71.398,19.301,58.44,32.983,2.107
mobileone_s1.apple_in1k,CNN,224,4756840,"{'model_type': 'CNN', 'num_layers': 121, 'num_normalizations': 0, 'num_skip_connections': 24, 'num_convolutional_layers': 61, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 45947048}",0,0,24,61,1,0.0,0.0,0.0,mobileone_s1,75.774,22.83,63.06,37.037,3.04
mobileone_s2.apple_in1k,CNN,224,7797608,"{'model_type': 'CNN', 'num_layers': 82, 'num_normalizations': 0, 'num_skip_connections': 0, 'num_convolutional_layers': 54, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': -1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 8858114}",0,0,0,54,1,-1.0,0.0,0.0,mobileone_s2,77.504,26.418,65.38,40.287,4.48
mobileone_s3.apple_in1k,CNN,224,10065896,"{'model_type': 'CNN', 'num_layers': 135, 'num_normalizations': 0, 'num_skip_connections': 72, 'num_convolutional_layers': 74, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': 1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 10379474}",0,0,72,74,1,1.0,0.0,0.0,mobileone_s3,78.002,28.698,66.33,42.3,6.6
mobileone_s4.apple_in1k,CNN,224,14823504,"{'model_type': 'CNN', 'num_layers': 177, 'num_normalizations': 0, 'num_skip_connections': 44, 'num_convolutional_layers': 69, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': None, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 12496000}",0,0,44,69,1,,0.0,0.0,mobileone_s4,79.45,29.439,68.15,42.37,10.787
mobilevit_s.cvnets_in1k,Hybrid CNN-Transformer,256,5566376,"{'model_type': 'Hybrid CNN-Transformer', 'num_layers': 100, 'num_normalizations': 21, 'num_skip_connections': 3, 'num_convolutional_layers': 36, 'num_transformer_layers': 10, 'num_dense_layers': 1, 'final_receptive_field_size': None, 'num_strides': None, 'num_max_pools': 0, 'num_parameters': 7387604}",10,21,3,36,1,,,0.0,mobilevit_s,78.302,22.606,66.8,33.79,13.013
mobilevit_xs.cvnets_in1k,Hybrid Convolutional Transformer Network,256,2309400,"{'model_type': 'Hybrid Convolutional Transformer Network', 'num_layers': 150, 'num_normalizations': 25, 'num_skip_connections': 3, 'num_convolutional_layers': 42, 'num_transformer_layers': 12, 'num_dense_layers': 1, 'final_receptive_field_size': -1, 'num_strides': -1, 'num_max_pools': 0, 'num_parameters': 2165976}",12,25,3,42,1,-1.0,-1.0,0.0,mobilevit_xs,74.632,18.34,62.84,29.703,7.667
mobilevit_xxs.cvnets_in1k,Hybrid Convolutional Transformer Network,256,1267912,"{'model_type': 'Hybrid Convolutional Transformer Network', 'num_layers': 136, 'num_normalizations': 20, 'num_skip_connections': 4, 'num_convolutional_layers': 34, 'num_transformer_layers': 12, 'num_dense_layers': 2, 'final_receptive_field_size': -1, 'num_strides': -1, 'num_max_pools': 1, 'num_parameters': 1152704}",12,20,4,34,2,-1.0,-1.0,1.0,mobilevit_xxs,68.928,14.565,57.27,26.4,3.8
mobilevitv2_050.cvnets_in1k,Hybrid CNN/Transformer,256,1362817,"{'model_type': 'Hybrid CNN/Transformer', 'num_layers': 123, 'num_normalizations': 34, 'num_skip_connections': 1, 'num_convolutional_layers': 56, 'num_transformer_layers': 12, 'num_dense_layers': 1, 'final_receptive_field_size': 1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 1360067}",12,34,1,56,1,1.0,0.0,0.0,mobilevitv2_050,70.158,17.348,57.7,28.607,3.933
mobilevitv2_075.cvnets_in1k,Hybrid Convolutional Transformer Network,256,2854345,"{'model_type': 'Hybrid Convolutional Transformer Network', 'num_layers': 110, 'num_normalizations': 28, 'num_skip_connections': 1, 'num_convolutional_layers': 47, 'num_transformer_layers': 14, 'num_dense_layers': 1, 'final_receptive_field_size': None, 'num_strides': None, 'num_max_pools': 0, 'num_parameters': 22660149}",14,28,1,47,1,,,0.0,mobilevitv2_075,75.604,21.549,63.52,33.423,7.773
mobilevitv2_100.cvnets_in1k,CNN-Transformer Hybrid,256,4886289,"{'model_type': 'CNN-Transformer Hybrid', 'num_layers': 78, 'num_normalizations': 28, 'num_skip_connections': 1, 'num_convolutional_layers': 41, 'num_transformer_layers': 12, 'num_dense_layers': 1, 'final_receptive_field_size': None, 'num_strides': None, 'num_max_pools': 0, 'num_parameters': 6292267}",12,28,1,41,1,,,0.0,mobilevitv2_100,78.092,24.552,66.28,36.45,11.027
mobilevitv2_125.cvnets_in1k,ConvNeXt-like with Transformer Blocks,256,7458649,"{'model_type': 'ConvNeXt-like with Transformer Blocks', 'num_layers': 170, 'num_normalizations': 33, 'num_skip_connections': 1, 'num_convolutional_layers': 59, 'num_transformer_layers': 14, 'num_dense_layers': 1, 'final_receptive_field_size': None, 'num_strides': None, 'num_max_pools': 0, 'num_parameters': 7843488}",14,33,1,59,1,,,0.0,mobilevitv2_125,79.678,26.039,67.54,37.927,14.0
mobilevitv2_150.cvnets_in1k,ConvTransformer,256,10571425,"{'model_type': 'ConvTransformer', 'num_layers': 94, 'num_normalizations': 36, 'num_skip_connections': 1, 'num_convolutional_layers': 34, 'num_transformer_layers': 11, 'num_dense_layers': 1, 'final_receptive_field_size': None, 'num_strides': None, 'num_max_pools': 0, 'num_parameters': 99622121}",11,36,1,34,1,,,0.0,mobilevitv2_150,80.404,26.224,69.0,39.26,16.227
mobilevitv2_150.cvnets_in22k_ft_in1k,Hybrid Convolutional Transformer Network,256,10571425,"{'model_type': 'Hybrid Convolutional Transformer Network', 'num_layers': 186, 'num_normalizations': 32, 'num_skip_connections': 1, 'num_convolutional_layers': 54, 'num_transformer_layers': 14, 'num_dense_layers': 1, 'final_receptive_field_size': -1, 'num_strides': -1, 'num_max_pools': 0, 'num_parameters': 10648039}",14,32,1,54,1,-1.0,-1.0,0.0,mobilevitv2_150,81.47,29.981,69.77,41.883,23.507
mobilevitv2_150.cvnets_in22k_ft_in1k_384,CNN with Transformer elements,384,10571425,"{'model_type': 'CNN with Transformer elements', 'num_layers': 172, 'num_normalizations': 31, 'num_skip_connections': 1, 'num_convolutional_layers': 75, 'num_transformer_layers': 13, 'num_dense_layers': 1, 'final_receptive_field_size': None, 'num_strides': None, 'num_max_pools': 0, 'num_parameters': 10504963}",13,31,1,75,1,,,0.0,mobilevitv2_150,82.606,28.853,71.17,41.683,29.573
mobilevitv2_175.cvnets_in1k,Hybrid CNN-Transformer,256,14224617,"{'model_type': 'Hybrid CNN-Transformer', 'num_layers': 66, 'num_normalizations': 33, 'num_skip_connections': 0, 'num_convolutional_layers': 46, 'num_transformer_layers': 10, 'num_dense_layers': 1, 'final_receptive_field_size': -1, 'num_strides': -1, 'num_max_pools': 0, 'num_parameters': 12447827}",10,33,0,46,1,-1.0,-1.0,0.0,mobilevitv2_175,80.874,28.035,69.18,40.57,17.6
mobilevitv2_175.cvnets_in22k_ft_in1k,ConvNeXt-like with Transformer elements,256,14224617,"{'model_type': 'ConvNeXt-like with Transformer elements', 'num_layers': 64, 'num_normalizations': 34, 'num_skip_connections': 2, 'num_convolutional_layers': 43, 'num_transformer_layers': 10, 'num_dense_layers': 1, 'final_receptive_field_size': None, 'num_strides': None, 'num_max_pools': 0, 'num_parameters': 13642187}",10,34,2,43,1,,,0.0,mobilevitv2_175,81.944,30.274,70.57,42.527,25.68
mobilevitv2_175.cvnets_in22k_ft_in1k_384,Hybrid Convolutional Transformer Network,384,14224617,"{'model_type': 'Hybrid Convolutional Transformer Network', 'num_layers': 68, 'num_normalizations': 33, 'num_skip_connections': 1, 'num_convolutional_layers': 42, 'num_transformer_layers': 10, 'num_dense_layers': 1, 'final_receptive_field_size': 1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 16105025}",10,33,1,42,1,1.0,0.0,0.0,mobilevitv2_175,82.928,28.609,71.66,41.553,32.093
mobilevitv2_200.cvnets_in1k,Hybrid CNN-Transformer,256,18418225,"{'model_type': 'Hybrid CNN-Transformer', 'num_layers': 88, 'num_normalizations': 30, 'num_skip_connections': 0, 'num_convolutional_layers': 43, 'num_transformer_layers': 14, 'num_dense_layers': 1, 'final_receptive_field_size': -1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 204291927}",14,30,0,43,1,-1.0,0.0,0.0,mobilevitv2_200,81.148,27.723,69.7,40.137,18.587
mobilevitv2_200.cvnets_in22k_ft_in1k,CNN-Transformer Hybrid,256,18418225,"{'model_type': 'CNN-Transformer Hybrid', 'num_layers': 68, 'num_normalizations': 32, 'num_skip_connections': 0, 'num_convolutional_layers': 50, 'num_transformer_layers': 12, 'num_dense_layers': 1, 'final_receptive_field_size': -1, 'num_strides': -1, 'num_max_pools': 0, 'num_parameters': 13630737}",12,32,0,50,1,-1.0,-1.0,0.0,mobilevitv2_200,82.322,31.539,70.95,43.72,26.227
mobilevitv2_200.cvnets_in22k_ft_in1k_384,ConvNet/Hybrid CNN-Transformer,384,18418225,"{'model_type': 'ConvNet/Hybrid CNN-Transformer', 'num_layers': 258, 'num_normalizations': 34, 'num_skip_connections': 1, 'num_convolutional_layers': 62, 'num_transformer_layers': 12, 'num_dense_layers': 1, 'final_receptive_field_size': -1, 'num_strides': -1, 'num_max_pools': 0, 'num_parameters': 13471111}",12,34,1,62,1,-1.0,-1.0,0.0,mobilevitv2_200,83.41,30.515,71.77,42.777,32.48
mvitv2_base.fb_in1k,Vision Transformer,224,51299944,"{'model_type': 'Vision Transformer', 'num_layers': 61, 'num_normalizations': 65, 'num_skip_connections': 4, 'num_convolutional_layers': 32, 'num_transformer_layers': 23, 'num_dense_layers': 50, 'final_receptive_field_size': None, 'num_strides': 0, 'num_max_pools': 4, 'num_parameters': 27336984}",23,65,4,32,50,,0.0,4.0,mvitv2_base,84.438,38.478,74.19,51.507,43.293
mvitv2_base_cls.fb_inw21k,CvT,224,65271136,"{'model_type': 'CvT', 'num_layers': 64, 'num_normalizations': 69, 'num_skip_connections': 4, 'num_convolutional_layers': 28, 'num_transformer_layers': 0, 'num_dense_layers': 52, 'final_receptive_field_size': 1, 'num_strides': 0, 'num_max_pools': 4, 'num_parameters': 42465728}",0,69,4,28,52,1.0,0.0,4.0,mvitv2_base_cls,,,,,
mvitv2_huge_cls.fb_inw21k,PoolFormer,224,694464736,"{'model_type': 'PoolFormer', 'num_layers': 4, 'num_normalizations': 159, 'num_skip_connections': 3, 'num_convolutional_layers': 41, 'num_transformer_layers': 0, 'num_dense_layers': 88, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 3, 'num_parameters': 362635840}",0,159,3,41,88,0.0,0.0,3.0,mvitv2_huge_cls,,,,,
mvitv2_large.fb_in1k,PoolFormer,224,217759960,"{'model_type': 'PoolFormer', 'num_layers': 4, 'num_normalizations': 97, 'num_skip_connections': 3, 'num_convolutional_layers': 41, 'num_transformer_layers': 0, 'num_dense_layers': 82, 'final_receptive_field_size': -1, 'num_strides': 0, 'num_max_pools': 4, 'num_parameters': 109790424}",0,97,3,41,82,-1.0,0.0,4.0,mvitv2_large,85.264,45.322,75.04,57.497,50.64
mvitv2_large_cls.fb_inw21k,Hybrid Convolutional Vision Transformer,224,234350080,"{'model_type': 'Hybrid Convolutional Vision Transformer', 'num_layers': 4, 'num_normalizations': 122, 'num_skip_connections': 3, 'num_convolutional_layers': 33, 'num_transformer_layers': 48, 'num_dense_layers': 100, 'final_receptive_field_size': None, 'num_strides': 0, 'num_max_pools': 2, 'num_parameters': 169034112}",48,122,3,33,100,,0.0,2.0,mvitv2_large_cls,,,,,
mvitv2_small.fb_in1k,Vision Transformer (ViT)-like,224,34757704,"{'model_type': 'Vision Transformer (ViT)-like', 'num_layers': 40, 'num_normalizations': 56, 'num_skip_connections': 3, 'num_convolutional_layers': 27, 'num_transformer_layers': 18, 'num_dense_layers': 29, 'final_receptive_field_size': -1, 'num_strides': 0, 'num_max_pools': 3, 'num_parameters': 26000000}",18,56,3,27,29,-1.0,0.0,3.0,mvitv2_small,83.772,38.545,73.25,50.163,38.56
mvitv2_tiny.fb_in1k,CvT,224,24091912,"{'model_type': 'CvT', 'num_layers': 22, 'num_normalizations': 43, 'num_skip_connections': 3, 'num_convolutional_layers': 20, 'num_transformer_layers': 0, 'num_dense_layers': 11, 'final_receptive_field_size': -1, 'num_strides': -1, 'num_max_pools': 3, 'num_parameters': 23867256}",0,43,3,20,11,-1.0,-1.0,3.0,mvitv2_tiny,82.408,36.12,71.56,47.703,29.867
nasnetalarge.tf_in1k,NASNet,331,88752958,"{'model_type': 'NASNet', 'num_layers': 21, 'num_normalizations': 198, 'num_skip_connections': 0, 'num_convolutional_layers': 283, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': 1, 'num_strides': 0, 'num_max_pools': 12, 'num_parameters': 57083368}",0,198,0,283,1,1.0,0.0,12.0,nasnetalarge,82.636,32.803,72.33,45.197,23.08
nest_base_jx.goog_in1k,Hierarchical Vision Transformer,224,67020904,"{'model_type': 'Hierarchical Vision Transformer', 'num_layers': 3, 'num_normalizations': 66, 'num_skip_connections': 0, 'num_convolutional_layers': 3, 'num_transformer_layers': 40, 'num_dense_layers': 82, 'final_receptive_field_size': 1, 'num_strides': 0, 'num_max_pools': 2, 'num_parameters': 60000000}",40,66,0,3,82,1.0,0.0,2.0,nest_base_jx,83.546,33.223,73.17,45.967,35.947
nest_small_jx.goog_in1k,Vision Transformer (ViT),224,37824328,"{'model_type': 'Vision Transformer (ViT)', 'num_layers': 70, 'num_normalizations': 67, 'num_skip_connections': 0, 'num_convolutional_layers': 3, 'num_transformer_layers': 23, 'num_dense_layers': 3, 'final_receptive_field_size': -1, 'num_strides': 0, 'num_max_pools': 2, 'num_parameters': 201060888}",23,67,0,3,3,-1.0,0.0,2.0,nest_small_jx,83.122,33.029,72.36,45.293,32.307
nest_tiny_jx.goog_in1k,Vision Transformer (ViT),224,16530760,"{'model_type': 'Vision Transformer (ViT)', 'num_layers': 36, 'num_normalizations': 29, 'num_skip_connections': 0, 'num_convolutional_layers': 3, 'num_transformer_layers': 12, 'num_dense_layers': 26, 'final_receptive_field_size': -1, 'num_strides': 0, 'num_max_pools': 2, 'num_parameters': 13011192}",12,29,0,3,26,-1.0,0.0,2.0,nest_tiny_jx,81.428,29.564,70.84,42.347,23.253
nextvit_base.bd_in1k,ConvNeXt,224,44818856,"{'model_type': 'ConvNeXt', 'num_layers': 136, 'num_normalizations': 67, 'num_skip_connections': 0, 'num_convolutional_layers': 60, 'num_transformer_layers': 0, 'num_dense_layers': 5, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 42791480}",0,67,0,60,5,0.0,0.0,0.0,nextvit_base,83.496,36.534,72.74,49.56,31.253
nextvit_base.bd_in1k_384,ConvNeXt,384,44818856,"{'model_type': 'ConvNeXt', 'num_layers': 121, 'num_normalizations': 66, 'num_skip_connections': 0, 'num_convolutional_layers': 62, 'num_transformer_layers': 0, 'num_dense_layers': 7, 'final_receptive_field_size': 9, 'num_strides': 4, 'num_max_pools': 0, 'num_parameters': 384017896}",0,66,0,62,7,9.0,4.0,0.0,nextvit_base,84.726,35.921,74.19,49.967,46.4
nextvit_base.bd_ssld_6m_in1k,ConvMixer + Attention,224,44818856,"{'model_type': 'ConvMixer + Attention', 'num_layers': 165, 'num_normalizations': 84, 'num_skip_connections': 0, 'num_convolutional_layers': 67, 'num_transformer_layers': 0, 'num_dense_layers': 6, 'final_receptive_field_size': 1, 'num_strides': 3, 'num_max_pools': 0, 'num_parameters': 41898392}",0,84,0,67,6,1.0,3.0,0.0,nextvit_base,85.182,48.046,75.5,60.793,47.28
nextvit_base.bd_ssld_6m_in1k_384,ConvNeXt,384,44818856,"{'model_type': 'ConvNeXt', 'num_layers': 156, 'num_normalizations': 78, 'num_skip_connections': 0, 'num_convolutional_layers': 65, 'num_transformer_layers': 0, 'num_dense_layers': 5, 'final_receptive_field_size': 1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 423925992}",0,78,0,65,5,1.0,0.0,0.0,nextvit_base,86.364,49.645,77.76,63.617,62.813
nextvit_large.bd_in1k,ConvNeXt,224,57874344,"{'model_type': 'ConvNeXt', 'num_layers': 184, 'num_normalizations': 73, 'num_skip_connections': 0, 'num_convolutional_layers': 66, 'num_transformer_layers': 0, 'num_dense_layers': 5, 'final_receptive_field_size': 1, 'num_strides': 4, 'num_max_pools': 0, 'num_parameters': 47056936}",0,73,0,66,5,1.0,4.0,0.0,nextvit_large,83.642,37.867,73.15,50.91,33.027
nextvit_large.bd_in1k_384,ConvNeXt,384,57874344,"{'model_type': 'ConvNeXt', 'num_layers': 164, 'num_normalizations': 71, 'num_skip_connections': 0, 'num_convolutional_layers': 63, 'num_transformer_layers': 0, 'num_dense_layers': 5, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 37790408}",0,71,0,63,5,0.0,0.0,0.0,nextvit_large,84.934,38.828,74.48,52.143,49.32
nextvit_large.bd_ssld_6m_in1k,CNN-Transformer Hybrid,224,57874344,"{'model_type': 'CNN-Transformer Hybrid', 'num_layers': 239, 'num_normalizations': 120, 'num_skip_connections': 0, 'num_convolutional_layers': 101, 'num_transformer_layers': 0, 'num_dense_layers': 6, 'final_receptive_field_size': 3, 'num_strides': 2, 'num_max_pools': 0, 'num_parameters': 40760240}",0,120,0,101,6,3.0,2.0,0.0,nextvit_large,85.524,48.077,76.26,61.93,49.547
nextvit_large.bd_ssld_6m_in1k_384,ConvNeXt,384,57874344,"{'model_type': 'ConvNeXt', 'num_layers': 214, 'num_normalizations': 80, 'num_skip_connections': 0, 'num_convolutional_layers': 68, 'num_transformer_layers': 0, 'num_dense_layers': 5, 'final_receptive_field_size': 0, 'num_strides': 3, 'num_max_pools': 0, 'num_parameters': 36863632}",0,80,0,68,5,0.0,3.0,0.0,nextvit_large,86.542,49.793,77.73,64.827,65.373
nextvit_small.bd_in1k,ConvNeXt/Hybrid CNN-Transformer,224,31763368,"{'model_type': 'ConvNeXt/Hybrid CNN-Transformer', 'num_layers': 114, 'num_normalizations': 53, 'num_skip_connections': 0, 'num_convolutional_layers': 66, 'num_transformer_layers': 0, 'num_dense_layers': 6, 'final_receptive_field_size': 1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 34434064}",0,53,0,66,6,1.0,0.0,0.0,nextvit_small,82.62,33.811,71.39,46.857,26.64
nextvit_small.bd_in1k_384,ConvNeXt or similar hybrid CNN-Transformer architecture,384,31763368,"{'model_type': 'ConvNeXt or similar hybrid CNN-Transformer architecture', 'num_layers': 182, 'num_normalizations': 69, 'num_skip_connections': 0, 'num_convolutional_layers': 61, 'num_transformer_layers': 0, 'num_dense_layers': 6, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 36861880}",0,69,0,61,6,0.0,0.0,0.0,nextvit_small,84.042,33.992,73.05,48.123,41.747
nextvit_small.bd_ssld_6m_in1k,ConvNeXt/ConvNeXt-like,224,31763368,"{'model_type': 'ConvNeXt/ConvNeXt-like', 'num_layers': 172, 'num_normalizations': 61, 'num_skip_connections': 0, 'num_convolutional_layers': 70, 'num_transformer_layers': 0, 'num_dense_layers': 13, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 33910712}",0,61,0,70,13,0.0,0.0,0.0,nextvit_small,84.856,45.018,75.2,58.58,42.533
nextvit_small.bd_ssld_6m_in1k_384,ConvNeXt,384,31763368,"{'model_type': 'ConvNeXt', 'num_layers': 150, 'num_normalizations': 66, 'num_skip_connections': 0, 'num_convolutional_layers': 72, 'num_transformer_layers': 0, 'num_dense_layers': 6, 'final_receptive_field_size': 3, 'num_strides': 4, 'num_max_pools': 0, 'num_parameters': 39220144}",0,66,0,72,6,3.0,4.0,0.0,nextvit_small,85.956,46.428,76.46,60.393,58.067
